ABP.AX 01/03/17 14:15:59
DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJCLOSE
2012-05-21,1.93744,1.95737,1.89262,1.95737,627500,1.44845
2012-05-18,1.97231,1.97231,1.91254,1.91254,729500,1.41528
2012-05-17,1.98227,1.98725,1.96235,1.97231,422600,1.45951
2012-05-16,1.97231,1.99223,1.96235,1.97231,677000,1.45951
2012-05-15,1.98227,1.98725,1.97231,1.97729,558900,1.46319
2012-05-14,2.00219,2.00219,1.97231,1.97231,189700,1.45951
2012-05-11,2.00219,2.00219,1.97231,1.97729,245700,1.46319
2012-05-10,1.98725,1.99223,1.96733,1.97231,555400,1.45951
2012-05-09,2.01215,2.02211,1.96733,1.97231,801400,1.45951
2012-05-08,2.03207,2.04204,1.99223,1.99223,641100,1.47425
2012-05-07,2.00219,2.052,2.00219,2.02211,414700,1.49636
2012-05-04,2.08188,2.08188,2.00219,2.02211,482700,1.49636
2012-05-03,2.07192,2.09184,2.04204,2.08188,749700,1.54059
2012-05-02,2.09184,2.09184,2.04204,2.08188,350400,1.54059
2012-05-01,2.06196,2.09184,2.03207,2.09184,379300,1.54796
2012-04-30,2.052,2.09184,2.03207,2.08188,341800,1.54059
2012-04-27,2.03207,2.04204,2.01215,2.04204,422600,1.51111
2012-04-26,2.01215,2.04204,1.99223,2.03207,598500,1.50373
2012-04-25,2.01215,2.01215,2.01215,2.01215,000,1.48899
2012-04-24,2.02211,2.052,2.00219,2.01215,6275200,1.48899
2012-04-23,2.01215,2.052,2.01215,2.02211,426100,1.49636
2012-04-20,1.99223,2.04204,1.99223,2.03207,481000,1.50373
2012-04-19,1.99223,2.02211,1.97729,1.99223,1263200,1.47425
2012-04-18,1.99223,2.01215,1.97231,1.99223,1293300,1.47425
2012-04-17,1.97729,2.00219,1.97231,1.97729,783700,1.46319
2012-04-16,2.01215,2.02211,1.97231,1.98725,613900,1.47056
2012-04-13,1.99223,2.04204,1.98227,2.03207,1250700,1.50373
2012-04-12,1.96235,1.97729,1.96235,1.97729,219600,1.46319
2012-04-11,1.95737,1.97729,1.94242,1.95239,476500,1.44477
2012-04-10,1.98227,2.00219,1.97231,1.99223,727700,1.47425
2012-04-09,1.99223,1.99223,1.99223,1.99223,000,1.47425
2012-04-06,1.99223,1.99223,1.99223,1.99223,000,1.47425
2012-04-05,1.95239,1.99223,1.95239,1.99223,698900,1.47425
2012-04-04,1.97231,1.97231,1.95239,1.96733,2596200,1.45582
2012-04-03,1.96733,1.97729,1.95239,1.97729,621200,1.46319
2012-04-02,1.98725,1.99223,1.96733,1.97729,471200,1.46319
2012-03-30,1.95239,1.97729,1.95239,1.97231,1831100,1.45951
2012-03-29,1.95239,1.97231,1.94741,1.95737,541500,1.44845
2012-03-28,1.95239,1.98227,1.95239,1.95239,907100,1.44477
2012-03-27,2.00219,2.01215,1.95239,1.97231,1108100,1.45951
2012-03-26,1.98227,2.01215,1.94442,2.01215,617800,1.48899
2012-03-23,1.97729,2.00219,1.97729,2.00219,645300,1.48162
2012-03-22,1.97231,1.98227,1.95737,1.98227,531700,1.46688
2012-03-21,1.91254,1.99223,1.91254,1.98227,1568700,1.46688
2012-03-20,1.91752,1.9225,1.91254,1.91254,399400,1.41528
2012-03-19,1.92748,1.93246,1.91254,1.9225,619100,1.42265
2012-03-16,1.91254,1.95239,1.91254,1.9225,1177000,1.42265
2012-03-15,1.95239,1.95239,1.91254,1.91752,1090400,1.41896
2012-03-14,1.95239,1.95239,1.91254,1.93246,793200,1.43002
2012-03-13,1.91254,1.92748,1.91254,1.9225,462000,1.42265
2012-03-12,1.91254,1.91752,1.91254,1.91254,378300,1.41528
2012-03-09,1.94242,1.95737,1.91254,1.91254,454200,1.41528
2012-03-08,1.91752,1.93744,1.8976,1.93744,4962500,1.43371
2012-03-07,1.90258,1.91752,1.8976,1.90258,379200,1.40791
2012-03-06,1.90756,1.93744,1.90258,1.90258,329700,1.40791
2012-03-05,1.90258,1.94242,1.89262,1.90258,144100,1.40791
2012-03-02,1.9225,1.9225,1.90258,1.90756,136000,1.41159
2012-03-01,1.90258,1.9225,1.90258,1.90258,277900,1.40791
2012-02-29,1.89262,1.93246,1.89262,1.9225,328400,1.42265
2012-02-28,2.00219,2.00219,1.88266,1.94242,155400,1.43739
2012-02-27,1.91254,1.9225,1.88764,1.90258,598000,1.40791
2012-02-24,1.91254,1.9225,1.87768,1.91752,3551900,1.41896
2012-02-23,1.89262,1.91254,1.8727,1.89262,457400,1.40054
2012-02-22,1.84281,1.89262,1.84281,1.88764,468900,1.39685
2012-02-21,1.83783,1.87768,1.83783,1.8727,534900,1.3858
2012-02-20,1.84281,1.86274,1.83783,1.84779,547600,1.36736
2012-02-17,1.81791,1.84281,1.81293,1.83783,593600,1.35999
2012-02-16,1.82289,1.82289,1.80795,1.81293,682600,1.34157
2012-02-15,1.82289,1.82787,1.81791,1.81791,486500,1.34525
2012-02-14,1.82289,1.83285,1.81791,1.82289,1248200,1.34894
2012-02-13,1.83285,1.83783,1.82289,1.83285,367200,1.35631
2012-02-10,1.83783,1.83783,1.82787,1.82787,425900,1.35262
2012-02-09,1.83783,1.84779,1.82787,1.83783,391400,1.35999
2012-02-08,1.82289,1.85277,1.82289,1.83783,2829700,1.35999
2012-02-07,1.82289,1.83783,1.82289,1.82289,370100,1.34894
2012-02-06,1.82289,1.83783,1.82289,1.82289,413100,1.34894
2012-02-03,1.82289,1.83783,1.82289,1.82787,350600,1.35262
2012-02-02,1.83783,1.83783,1.82289,1.82289,1746700,1.34894
2012-02-01,1.82289,1.83285,1.81293,1.82289,981700,1.34894
2012-01-31,1.81791,1.83783,1.81293,1.82289,728300,1.34894
2012-01-30,1.81293,1.83285,1.80297,1.81293,1144200,1.34157
2012-01-27,1.82289,1.84281,1.81293,1.81293,675900,1.34157
2012-01-26,1.82787,1.82787,1.82787,1.82787,000,1.35262
2012-01-25,1.80795,1.83285,1.80795,1.82787,110700,1.35262
2012-01-24,1.80795,1.81791,1.79301,1.80795,536800,1.33788
2012-01-23,1.84281,1.84281,1.80795,1.80795,495700,1.33788
2012-01-20,1.83285,1.84779,1.82289,1.83783,1105800,1.35999
2012-01-19,1.89262,1.91005,1.85277,1.89262,344400,1.3578
2012-01-18,1.90258,1.90258,1.88266,1.88764,704800,1.35423
2012-01-17,1.90756,1.9225,1.88764,1.89262,1505800,1.3578
2012-01-16,1.93744,1.93744,1.90258,1.90258,478800,1.36495
2012-01-13,1.92748,1.94741,1.91752,1.93744,459400,1.38996
2012-01-12,1.9225,1.93744,1.91752,1.93246,274600,1.38639
2012-01-11,1.90756,1.93744,1.90756,1.92748,845300,1.38281
2012-01-10,1.9225,1.92748,1.90756,1.90756,326700,1.36852
2012-01-09,1.93246,1.96235,1.90258,1.90756,477200,1.36852
2012-01-06,1.93744,1.94741,1.91752,1.9225,331800,1.37924
2012-01-05,1.95737,1.95737,1.9225,1.93246,379600,1.38639
2012-01-04,1.93744,1.97231,1.92748,1.95239,589300,1.40068
2012-01-03,1.8976,1.93246,1.8976,1.93246,1339900,1.38639
2012-01-02,1.89262,1.89262,1.89262,1.89262,000,1.3578
AAPL 01/03/17 14:15:59
DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJCLOSE
2012-12-31,510.529976,535.400024,509.000008,532.169991,164873100,69.559992
2012-12-28,510.290024,514.480026,508.119987,509.589981,88569600,66.608557
2012-12-27,513.539978,516.25,504.659988,515.060013,113780100,67.323545
2012-12-26,519.000023,519.460007,511.120003,512.999992,75609100,67.05428
2012-12-24,520.350014,524.250023,518.709976,520.169983,43938300,67.99147
2012-12-21,512.469994,519.669998,510.239983,519.330017,149067100,67.881678
2012-12-20,530.000008,530.200012,518.88002,521.730019,120422400,68.195383
2012-12-19,531.470001,533.700012,525.499985,526.30999,112342300,68.794031
2012-12-18,525.00,534.899986,520.249985,533.900017,156421300,69.786124
2012-12-17,508.929993,519.999992,501.230003,518.829979,189401800,67.816318
2012-12-14,514.749992,518.12999,505.580009,509.789986,252394800,66.6347
2012-12-13,531.149994,537.640022,525.800018,529.689987,156314900,69.235831
2012-12-12,547.769974,547.999992,536.270004,539.00,121786000,70.452744
2012-12-11,539.770004,549.559975,537.370003,541.390015,148086400,70.765143
2012-12-10,525.00,538.510002,521.580002,529.819977,157621100,69.252822
2012-12-07,553.400009,555.199997,530.000008,533.250015,196760200,69.701163
2012-12-06,528.94001,553.31002,518.629974,547.239975,294303100,71.529792
2012-12-05,568.910004,569.249985,538.769981,538.790009,261159500,70.425296
2012-12-04,581.800018,581.800018,572.129997,575.849976,139267100,75.269408
2012-12-03,593.650009,594.590004,585.500023,586.190025,91070000,76.620956
2012-11-30,586.789986,588.400009,582.679985,585.279991,97829900,76.502006
2012-11-29,590.220024,594.250023,585.249977,589.359978,128674700,77.035301
2012-11-28,577.269981,585.800003,572.259987,582.940018,130216100,76.196148
2012-11-27,589.549995,590.419975,580.100006,584.780006,133332500,76.436653
2012-11-26,575.900017,589.999992,573.710007,589.530022,157644900,77.057528
2012-11-23,567.169991,572.000008,562.600006,571.500023,68206600,74.700825
2012-11-21,564.249977,567.369995,556.599976,561.700012,93250500,73.419864
2012-11-20,571.910019,571.95002,554.580009,560.909981,160688500,73.316599
2012-11-19,540.709999,567.499985,539.88002,565.730011,205829400,73.946626
2012-11-16,525.200005,530.000008,505.75,527.680008,316723400,68.973106
2012-11-15,537.530006,539.499985,522.620026,525.619987,197477700,68.703841
2012-11-14,545.500015,547.45002,536.180016,536.880005,119292600,70.175639
2012-11-13,538.910011,550.479996,536.359993,542.900009,133237300,70.962514
2012-11-12,554.149986,554.500008,538.649979,542.829994,128950500,70.953363
2012-11-09,540.420006,554.87999,533.719986,547.059998,232478400,71.506267
2012-11-08,560.629974,562.230011,535.290009,537.749985,264036500,70.289354
2012-11-07,573.839996,574.539986,555.750023,558.000008,198412200,72.936236
2012-11-06,590.230011,590.739983,580.090019,582.849976,93729300,75.838
2012-11-05,583.520004,587.769981,577.599976,584.620003,132283900,76.068308
2012-11-02,595.890007,596.950005,574.749977,576.800011,149843400,75.050804
2012-11-01,598.219994,603.000023,594.170021,596.540009,90324500,77.61929
2012-10-31,594.879997,601.959999,587.70002,595.320007,127500800,77.460548
2012-10-26,609.430023,614.000008,591.000015,603.999992,254608200,78.589952
2012-10-25,619.999985,621.999977,605.549988,609.539986,164081400,79.310792
2012-10-24,621.440018,626.549988,610.639984,616.829979,139631800,80.259336
2012-10-23,631.000023,633.900009,611.699982,613.359993,176786400,79.807836
2012-10-22,612.419998,635.37999,610.759987,634.029999,136682700,82.49733
2012-10-19,631.050011,631.769974,609.619987,609.840019,186021500,79.349831
2012-10-18,639.590019,642.059982,630.00,632.640007,119156100,82.31647
2012-10-17,648.870018,652.790001,644.00,644.610001,97259400,83.873956
2012-10-16,635.370003,650.300011,631.000023,649.789986,137442900,84.547954
2012-10-15,632.350014,635.129997,623.850006,634.760002,108125500,82.592315
2012-10-12,629.55999,635.37999,625.300026,629.710007,115003700,81.935231
2012-10-11,646.499977,647.20002,628.099983,628.099983,136520300,81.725742
2012-10-10,639.739983,644.979996,637.00,640.909996,127589000,83.392527
2012-10-09,638.650024,640.490013,623.550026,635.850014,209649300,82.734143
2012-10-08,646.880013,647.559975,636.109993,638.170013,159498500,83.036012
2012-10-05,665.200005,666.000023,651.280006,652.589996,148501500,84.91228
2012-10-04,671.250023,674.249985,665.550026,666.799988,92681400,86.761224
2012-10-03,664.860023,671.860023,662.630013,671.449974,106070300,87.366261
2012-10-02,661.81002,666.349991,650.649979,661.309982,156998100,86.046888
2012-10-01,671.159981,676.750015,656.499992,659.389992,135898700,85.797067
2012-09-28,678.750008,681.110008,666.75,667.100021,133777700,86.800263
2012-09-27,664.290024,682.170006,660.350014,681.32,148522500,88.650507
2012-09-26,668.740005,672.690002,661.20002,665.179977,144125800,86.550435
2012-09-25,688.260025,692.780022,673.000023,673.540009,129697400,87.638208
2012-09-24,686.859993,695.119995,682.999985,690.790016,159941600,89.882706
2012-09-21,702.409988,705.070023,699.359985,700.089989,142897300,91.09278
2012-09-20,699.159981,700.059975,693.619987,698.699997,84142100,90.91192
2012-09-19,700.259979,703.989998,699.569977,702.100021,81718700,91.354317
2012-09-18,699.879997,702.329987,696.419998,701.910004,93375800,91.329593
2012-09-17,699.349998,699.799995,694.610023,699.780022,99507800,91.052448
2012-09-14,689.959984,696.980011,687.889977,691.280014,150118500,89.946463
2012-09-13,677.370003,685.500015,674.769997,682.980011,149590000,88.866501
2012-09-12,666.849976,669.899979,656.000008,669.790016,178058300,87.150274
2012-09-11,665.110016,670.099983,656.499992,660.590019,125995800,85.953209
2012-09-10,680.45002,683.289978,662.100014,662.739975,121999500,86.232952
2012-09-07,678.050018,682.480026,675.77002,680.43998,82416600,88.536003
2012-09-06,673.170013,678.290024,670.800026,676.270004,97799100,87.993423
2012-09-05,675.570015,676.350006,669.599998,670.230026,84093800,87.207526
2012-09-04,665.760017,675.139992,664.500015,674.970001,91973000,87.824272
2012-08-31,667.249985,668.599976,657.250023,665.240005,84580300,86.558246
2012-08-30,670.640022,671.550003,662.849991,663.869987,75674900,86.379985
2012-08-29,675.250008,677.669983,672.600014,673.469994,50701700,87.629097
2012-08-28,674.979988,676.100014,670.669983,674.800011,66854200,87.802154
2012-08-27,679.989983,680.870003,673.540009,675.679977,106752100,87.916651
2012-08-24,659.509995,669.479996,655.550011,663.219986,109335100,86.295409
2012-08-23,666.109985,669.899979,661.149979,662.630013,105032200,86.218645
2012-08-22,654.419998,668.999985,648.110001,668.869995,141330700,87.030565
2012-08-21,670.82,674.880013,650.330025,656.059982,203179900,85.36378
2012-08-20,650.010017,665.150017,649.900002,665.150017,153346200,86.546537
2012-08-17,640.000015,648.190002,638.809975,648.110001,110690300,84.329361
2012-08-16,631.210014,636.759995,630.499985,636.340012,63633500,82.7979
2012-08-15,631.300003,633.999985,627.750015,630.829979,64335600,82.080957
2012-08-14,631.870003,638.610023,630.209991,631.690025,85042300,82.192863
2012-08-13,623.390022,630.00,623.249992,630.00,69708100,81.972964
2012-08-10,618.710022,621.760025,618.699982,621.699997,48734700,80.893002
2012-08-09,617.849976,621.730011,617.799988,620.729988,55410600,80.766789
2012-08-08,619.389984,623.88002,617.099998,619.860008,61176500,80.308784
2012-08-07,622.769981,624.999992,618.039993,620.910019,72611700,80.444823
2012-08-06,617.290016,624.870003,615.26001,622.550003,75525800,80.657299
2012-08-03,613.630013,617.980019,611.560005,615.70002,86230200,79.769818
2012-08-02,602.840019,610.690025,600.25,607.789986,83039600,78.744998
2012-08-01,615.910011,616.400009,603.000023,606.80999,96125400,78.61803
2012-07-31,603.229988,611.699982,602.720016,610.759987,115581900,79.12979
2012-07-30,590.920013,599.439995,587.820023,595.030014,94785600,77.091821
2012-07-27,575.01001,585.830017,571.590012,585.159988,100984100,75.813065
2012-07-26,579.760025,580.399986,570.360023,574.88002,101658200,74.481197
2012-07-25,574.459984,580.799995,570.000015,574.970009,219328200,74.492856
2012-07-24,607.37999,609.680016,598.509987,600.919975,141283100,77.854922
2012-07-23,594.399986,605.900009,587.710007,603.830002,121993900,78.231944
2012-07-20,613.029999,614.440018,603.700012,604.300026,99367800,78.29284
2012-07-19,611.279999,615.349998,605.999985,614.320015,109215400,79.591025
2012-07-18,606.590012,608.340012,603.559982,606.260017,63175000,78.546776
2012-07-17,610.790001,611.499977,603.149986,606.93998,73406200,78.634871
2012-07-16,605.120018,611.61998,605.019989,606.910019,75315100,78.63099
2012-07-13,602.949982,607.190025,600.000008,604.970001,77856800,78.379642
2012-07-12,600.240013,603.469994,592.68,598.900009,107010400,77.593216
2012-07-11,606.119987,607.659996,597.220024,604.430016,117330500,78.309681
2012-07-10,617.969978,619.869995,605.309982,608.210022,127989400,78.799417
2012-07-09,605.299995,613.899979,604.110008,613.889992,94851400,79.535312
2012-07-06,607.089996,608.439987,601.580017,605.879982,104732600,78.497538
2012-07-05,600.56002,614.339989,599.649986,609.939995,121095800,79.023552
2012-07-03,594.879997,600.000008,593.999977,599.409981,60428200,77.659288
2012-07-02,584.730019,593.469978,583.600006,592.519997,100023000,76.766625
2012-06-29,577.999985,584.000015,574.249992,584.000015,105375200,75.66278
2012-06-28,571.670013,574.00,565.610008,569.04998,70709100,73.72586
2012-06-27,575.000023,576.739983,571.920006,574.499985,50749300,74.43196
2012-06-26,571.329979,574.489998,567.329994,572.030022,69134100,74.111953
